DATE,CLOSE,HIGH,LOW,PREV. CLOSE,VWAP,NO OF TRADES,OPEN
13/05/2022,444.65,477.0,439.75,462.65,461.88,595336,469.45
16/05/2022,455.0,461.5,438.85,444.65,454.93,283950,445.0
17/05/2022,467.3,469.65,456.15,455.0,462.65,206674,458.3
18/05/2022,458.0,468.6,457.1,467.3,463.11,205591,467.9
19/05/2022,447.5,450.0,444.45,458.0,447.36,223399,449.05
20/05/2022,462.4,464.0,454.15,447.5,460.64,151413,454.85
23/05/2022,460.9,471.4,459.5,462.4,465.61,170499,463.1
24/05/2022,462.05,466.8,460.2,460.9,463.29,139005,462.4
25/05/2022,454.1,464.45,452.05,462.05,458.77,154093,461.0
26/05/2022,468.9,470.1,452.5,454.1,460.09,208123,456.85
27/05/2022,468.95,475.0,467.5,468.9,470.69,160651,471.4
30/05/2022,474.6,476.9,471.1,468.95,474.04,151679,473.0
31/05/2022,468.1,476.4,465.0,474.6,471.12,149463,474.0
01/06/2022,468.3,472.0,464.7,468.1,468.69,119346,468.0
02/06/2022,469.85,472.35,466.15,468.3,469.68,114087,466.9
03/06/2022,464.5,475.5,463.5,469.85,470.15,114757,473.25
06/06/2022,463.7,465.6,456.5,464.5,461.88,137662,464.2
07/06/2022,463.4,465.95,460.5,463.7,462.95,108268,461.85
08/06/2022,471.3,475.55,463.2,463.4,470.58,192002,466.6
09/06/2022,466.95,470.9,462.45,471.3,465.94,158259,468.95
10/06/2022,461.85,464.15,458.6,466.95,461.6,127828,462.0
13/06/2022,445.85,454.05,442.1,461.85,446.07,203861,454.0
14/06/2022,448.1,449.25,443.35,445.85,446.47,136687,445.0
15/06/2022,451.35,455.45,448.6,448.1,452.6,119413,448.95
16/06/2022,441.6,457.75,440.15,451.35,448.44,139788,455.15
17/06/2022,441.0,447.55,437.25,441.6,443.05,167655,440.0
20/06/2022,434.7,443.45,430.7,441.0,436.85,172757,441.5
21/06/2022,450.75,454.95,437.6,434.7,447.76,178846,439.5
22/06/2022,447.65,451.2,444.65,450.75,447.71,111722,448.75
23/06/2022,451.4,456.45,446.0,447.65,451.63,157832,449.0
24/06/2022,454.25,460.35,453.2,451.4,455.97,127154,455.8
27/06/2022,461.2,464.85,458.05,454.25,461.18,103487,459.95
28/06/2022,464.25,465.75,458.0,461.2,462.78,168906,458.9
29/06/2022,459.1,462.7,458.0,464.25,460.55,107588,460.0
30/06/2022,465.9,469.3,458.6,459.1,465.57,186175,459.0
01/07/2022,466.85,468.8,460.55,465.9,465.07,116790,463.35
04/07/2022,473.45,474.15,466.85,466.85,470.57,115285,466.85
05/07/2022,472.15,480.0,471.0,473.45,475.99,143727,475.15
06/07/2022,479.95,481.0,473.9,472.15,478.18,179395,475.15
07/07/2022,486.75,488.25,481.6,479.95,485.27,173806,484.0
08/07/2022,488.55,489.9,485.15,486.75,487.44,162363,489.0
11/07/2022,488.2,491.3,485.0,488.55,488.75,94857,485.0
12/07/2022,484.95,491.35,483.1,488.2,488.66,108367,485.0
13/07/2022,486.5,492.45,484.55,484.95,488.27,129820,487.75
14/07/2022,479.35,488.9,476.8,486.5,482.03,151617,486.6
15/07/2022,479.1,484.4,474.7,479.35,478.3,120161,482.55
18/07/2022,490.3,491.5,482.1,479.1,487.33,178323,484.55
19/07/2022,497.95,498.55,488.0,490.3,494.57,130777,488.0
20/07/2022,508.6,510.6,500.4,497.95,507.48,254529,501.0
21/07/2022,512.05,513.4,506.75,508.6,511.48,196106,509.8
22/07/2022,513.7,520.2,511.2,512.05,516.23,244781,513.45
25/07/2022,517.8,519.0,509.15,513.7,514.4,153553,513.4
26/07/2022,514.2,520.8,513.1,517.8,516.44,168343,517.7
27/07/2022,528.2,529.95,512.25,514.2,522.16,333000,515.3
28/07/2022,532.45,537.5,529.55,528.2,532.51,215225,533.2
29/07/2022,528.35,537.0,526.75,532.45,529.82,144306,535.05
01/08/2022,533.75,535.0,526.4,528.35,532.31,124805,529.05
02/08/2022,542.1,544.9,531.1,533.75,541.38,230932,531.9
03/08/2022,540.85,546.4,534.65,542.1,542.04,253745,541.9
04/08/2022,533.25,544.0,524.2,540.85,532.95,201817,543.65
05/08/2022,531.05,542.9,529.0,533.25,537.29,205564,535.55
08/08/2022,520.4,524.0,513.85,531.05,518.01,416603,524.0
10/08/2022,514.7,523.5,513.4,520.4,516.46,247601,521.55
11/08/2022,524.75,526.0,517.2,514.7,521.76,192485,520.0
12/08/2022,530.7,531.8,525.15,524.75,529.76,160036,525.7
16/08/2022,525.95,533.85,525.0,530.7,527.74,145707,533.3
17/08/2022,528.15,530.55,524.35,525.95,526.89,159055,528.85
18/08/2022,532.35,534.8,526.2,528.15,531.57,120443,526.85
19/08/2022,520.35,533.65,518.5,532.35,523.18,146387,532.0
22/08/2022,511.3,519.9,510.0,520.35,513.09,165588,519.0
23/08/2022,521.9,524.0,508.25,511.3,517.45,130274,508.25
24/08/2022,519.3,523.0,512.3,521.9,517.9,143063,519.0
25/08/2022,520.4,528.3,518.5,519.3,523.9,167210,521.95
26/08/2022,523.8,529.5,522.2,520.4,525.17,128630,523.8
29/08/2022,514.85,517.0,508.75,523.8,513.62,143380,511.3
30/08/2022,531.25,532.5,517.95,514.85,528.36,166014,518.2
01/09/2022,533.3,540.9,522.25,531.25,535.06,218023,522.25
02/09/2022,536.7,537.85,531.25,533.3,535.36,124824,537.0
05/09/2022,538.9,540.8,536.3,536.7,539.17,106157,537.0
06/09/2022,537.8,542.7,534.1,538.9,539.43,108579,538.0
07/09/2022,532.85,537.45,531.55,537.8,534.25,106610,534.4
08/09/2022,544.65,546.3,535.5,532.85,541.55,141256,536.0
09/09/2022,553.35,557.0,548.0,544.65,553.57,267586,549.65
12/09/2022,554.9,558.6,551.25,553.35,555.63,127479,554.9
13/09/2022,558.0,560.0,553.75,554.9,557.73,148044,560.0
14/09/2022,571.75,574.85,549.25,558.0,567.79,301335,550.0
15/09/2022,572.15,578.5,567.9,571.75,573.5,224387,572.55
16/09/2022,561.8,574.0,560.3,572.15,564.61,231709,569.1
19/09/2022,572.25,574.4,559.55,561.8,569.54,163866,560.7
20/09/2022,574.05,577.95,572.85,572.25,575.5,176912,577.95
21/09/2022,569.7,577.3,565.4,574.05,570.45,174676,575.0
22/09/2022,567.3,574.0,562.0,569.7,567.39,181550,566.75
23/09/2022,550.6,568.0,549.5,567.3,555.53,282839,564.8
26/09/2022,543.3,549.0,533.0,550.6,541.37,274214,545.8
27/09/2022,536.5,550.9,533.2,543.3,542.4,154979,544.55
28/09/2022,524.85,539.8,520.35,536.5,532.17,183919,532.9
29/09/2022,521.75,535.7,519.55,524.85,525.18,215284,529.0
30/09/2022,530.6,536.9,516.15,521.75,528.17,199404,524.0
03/10/2022,519.75,531.65,518.5,530.6,525.01,141130,527.6
04/10/2022,532.7,535.8,527.8,519.75,532.39,128142,533.0
06/10/2022,537.3,541.8,534.6,532.7,538.44,183101,534.6
07/10/2022,530.2,535.6,526.55,537.3,529.64,185698,535.5
10/10/2022,530.75,533.9,522.2,530.2,528.13,191653,525.7
11/10/2022,527.4,533.7,525.5,530.75,529.35,159970,530.75
12/10/2022,533.8,535.0,526.0,527.4,530.03,121592,530.0
13/10/2022,521.45,533.8,520.2,533.8,525.44,166849,533.0
14/10/2022,527.2,534.85,526.0,521.45,530.03,144578,530.2
17/10/2022,543.65,544.7,524.2,527.2,538.7,208408,526.4
18/10/2022,562.45,563.5,546.75,543.65,558.19,245391,547.1
19/10/2022,553.4,563.45,551.55,562.45,555.4,137573,563.0
20/10/2022,555.4,556.8,545.3,553.4,551.98,134915,552.0
21/10/2022,560.85,565.8,557.25,555.4,562.7,198859,557.25
24/10/2022,570.5,572.5,565.9,560.85,569.46,63147,567.0
25/10/2022,578.55,586.2,568.0,570.5,578.28,215376,572.5
27/10/2022,579.65,585.0,577.6,578.55,580.71,209377,583.95
28/10/2022,570.75,582.65,567.0,579.65,572.65,144061,579.95
31/10/2022,573.8,577.45,568.4,570.75,572.79,139535,574.95
01/11/2022,576.9,585.75,574.6,573.8,579.85,163499,576.35
02/11/2022,573.85,578.95,569.9,576.9,574.79,142730,575.9
03/11/2022,584.9,587.95,568.0,573.85,581.58,244825,569.0
04/11/2022,593.95,596.95,580.4,584.9,587.64,302456,586.0
07/11/2022,614.15,622.7,607.7,593.95,615.56,470162,613.0
09/11/2022,615.55,621.0,610.55,614.15,615.08,302328,621.0
10/11/2022,605.75,615.1,602.2,615.55,607.23,232699,613.1
11/11/2022,601.3,619.55,598.5,605.75,605.28,220631,617.25
14/11/2022,592.55,603.95,591.65,601.3,596.08,227415,603.95
15/11/2022,600.85,602.1,592.65,592.55,597.7,153811,594.3
16/11/2022,599.75,603.5,596.0,600.85,600.52,168811,599.95
17/11/2022,599.05,602.75,596.15,599.75,599.41,114824,599.1
18/11/2022,602.7,605.75,597.15,599.05,601.12,155935,601.0
21/11/2022,598.1,602.1,595.35,602.7,598.39,135865,602.1
22/11/2022,599.1,600.7,596.15,598.1,598.56,126028,598.15
23/11/2022,607.65,609.6,601.0,599.1,606.5,171897,601.55
24/11/2022,609.35,611.3,605.8,607.65,608.75,128229,609.75
25/11/2022,607.4,613.7,606.25,609.35,609.3,136359,610.55
28/11/2022,608.6,610.9,602.35,607.4,606.01,121851,605.6
29/11/2022,608.55,611.8,607.1,608.6,609.32,121735,607.1
30/11/2022,602.45,611.4,598.4,608.55,603.09,174362,608.5
01/12/2022,608.1,609.8,601.55,602.45,605.68,172004,607.85
02/12/2022,607.55,609.6,604.25,608.1,607.29,142901,607.5
05/12/2022,617.3,618.0,607.55,607.55,614.05,210728,608.5
06/12/2022,608.95,619.8,607.8,617.3,613.29,190699,614.75
07/12/2022,607.05,612.9,604.5,608.95,607.96,113416,610.85
08/12/2022,611.65,613.8,607.15,607.05,611.14,146277,609.75
09/12/2022,616.5,618.0,609.1,611.65,613.84,169991,614.4
12/12/2022,613.05,618.7,611.0,616.5,613.74,135955,614.8
13/12/2022,616.75,617.4,612.5,613.05,615.45,162670,613.5
14/12/2022,625.5,626.75,617.5,616.75,623.52,187174,618.5
15/12/2022,615.95,629.55,614.3,625.5,621.92,148853,625.55
16/12/2022,603.35,615.6,602.1,615.95,607.83,160875,612.0
19/12/2022,604.45,609.5,603.0,603.35,605.78,149442,604.0
20/12/2022,604.45,606.5,599.55,604.45,602.65,128701,603.0
21/12/2022,593.4,609.15,589.6,604.45,599.66,145768,605.9
22/12/2022,593.4,599.0,587.55,593.4,592.49,136417,597.0
23/12/2022,574.0,590.7,571.5,593.4,579.55,226901,590.0
26/12/2022,597.1,601.7,570.7,574.0,589.64,210003,574.0
27/12/2022,601.9,603.1,593.3,597.1,598.21,206219,600.4
28/12/2022,601.05,607.0,598.55,601.9,602.94,143945,600.9
29/12/2022,611.8,618.0,597.15,601.05,608.16,168187,600.0
30/12/2022,613.7,620.55,611.35,611.8,615.43,158347,615.25
