DATE,CLOSE,HIGH,LOW,PREV. CLOSE,VWAP,NO OF TRADES,OPEN
05/06/2023,587.2,589.8,586.0,587.2,587.86,143514,588.5
06/06/2023,585.35,588.9,583.0,587.2,585.23,140444,588.0
07/06/2023,589.2,590.6,586.0,585.35,588.49,170307,588.0
08/06/2023,588.5,593.95,586.35,589.2,591.21,140988,589.95
09/06/2023,578.7,589.1,576.75,588.5,580.81,253490,588.0
12/06/2023,578.65,581.5,577.7,578.7,579.37,129364,580.0
13/06/2023,576.4,581.4,574.25,578.65,576.44,198530,579.45
14/06/2023,576.55,578.55,575.25,576.4,576.96,122388,577.0
15/06/2023,566.5,576.7,565.25,576.55,571.49,232221,576.0
16/06/2023,571.25,574.7,567.05,566.5,570.69,178755,568.75
19/06/2023,568.85,572.75,565.9,571.25,568.29,213062,571.25
20/06/2023,567.4,569.45,562.55,568.85,565.75,216416,568.85
21/06/2023,566.35,569.5,565.65,567.4,567.46,219147,567.4
22/06/2023,562.95,569.0,561.05,566.35,564.62,199200,566.35
23/06/2023,554.6,562.1,553.8,562.95,556.89,218058,562.0
26/06/2023,557.05,558.5,554.5,554.6,556.75,164198,556.0
27/06/2023,566.1,567.95,555.65,557.05,560.63,211284,558.25
28/06/2023,569.8,574.0,568.55,566.1,571.17,243601,572.25
30/06/2023,572.85,574.0,570.2,569.8,572.3,155913,574.0
03/07/2023,585.45,586.35,573.9,572.85,581.26,211446,574.5
04/07/2023,589.25,595.95,582.25,585.45,590.37,350400,588.2
05/07/2023,590.6,593.7,588.2,589.25,590.5,271617,589.8
06/07/2023,592.5,593.5,589.1,590.6,591.75,188528,590.4
07/07/2023,593.6,595.5,585.5,592.5,590.44,220036,590.0
10/07/2023,592.6,599.8,590.25,593.6,595.13,175959,594.65
11/07/2023,588.55,595.95,587.35,592.6,591.37,224137,595.0
12/07/2023,589.25,594.5,588.2,588.55,590.82,227576,589.0
13/07/2023,585.65,598.0,583.35,589.25,591.82,292405,594.9
14/07/2023,584.4,591.3,580.7,585.65,584.92,191652,586.75
17/07/2023,601.1,602.85,584.2,584.4,594.72,255411,587.0
18/07/2023,592.35,604.05,588.75,601.1,597.04,356474,603.05
19/07/2023,601.45,602.4,592.0,592.35,598.2,229380,594.65
20/07/2023,610.05,610.8,598.75,601.45,607.09,418329,601.4
21/07/2023,615.1,619.5,609.0,610.05,616.02,278392,610.0
24/07/2023,617.65,621.9,614.3,615.1,618.22,202347,615.05
25/07/2023,609.6,621.8,604.2,617.65,610.43,282970,621.8
26/07/2023,615.15,616.35,609.15,609.6,613.49,172572,612.0
27/07/2023,616.55,621.25,613.1,615.15,616.65,226610,616.4
28/07/2023,616.05,619.9,613.6,616.55,616.59,161432,616.4
31/07/2023,620.2,621.0,614.5,616.05,618.92,124305,616.65
01/08/2023,611.85,620.85,610.6,620.2,614.09,199918,620.2
02/08/2023,598.45,610.5,594.1,611.85,601.63,273820,609.85
03/08/2023,590.5,600.85,585.0,598.45,590.78,320867,598.7
04/08/2023,573.3,598.7,571.4,590.5,582.94,568761,594.8
07/08/2023,567.9,577.0,566.65,573.3,569.52,424649,577.0
08/08/2023,573.1,574.25,568.45,567.9,571.54,353947,571.0
09/08/2023,573.75,575.0,568.35,573.1,571.15,247711,575.0
10/08/2023,573.65,577.6,570.1,573.75,573.33,421225,573.75
11/08/2023,574.15,579.0,572.0,573.65,575.36,263372,575.45
14/08/2023,560.8,573.0,558.6,574.15,561.45,478707,572.95
16/08/2023,565.35,566.4,554.0,560.8,563.54,190829,558.8
17/08/2023,572.15,573.15,564.0,565.35,568.81,338178,565.75
18/08/2023,572.95,575.25,567.4,572.15,571.79,296911,570.0
21/08/2023,571.7,575.55,570.75,572.95,572.74,154325,572.95
22/08/2023,568.5,574.45,567.5,571.7,570.63,194890,572.5
23/08/2023,576.9,577.95,566.0,568.5,572.66,260827,571.0
24/08/2023,576.95,582.0,575.55,576.9,578.0,321952,578.15
25/08/2023,569.95,575.3,567.2,576.95,571.2,198589,573.8
28/08/2023,572.85,574.8,569.2,569.95,571.84,181649,572.8
29/08/2023,574.85,576.3,571.85,572.85,574.01,232951,573.65
30/08/2023,567.4,577.7,566.1,574.85,571.91,245036,576.7
31/08/2023,561.35,570.3,559.4,567.4,564.43,326854,569.3
01/09/2023,569.55,571.2,562.1,561.35,567.55,260408,562.7
04/09/2023,575.55,576.35,568.45,569.55,572.87,195524,572.0
05/09/2023,573.0,578.25,571.35,575.55,574.05,247672,575.6
06/09/2023,570.5,574.25,568.0,573.0,570.55,337013,574.25
07/09/2023,579.05,581.0,568.0,570.5,575.6,180550,568.0
08/09/2023,583.45,588.5,579.7,579.05,584.57,205241,581.0
11/09/2023,591.7,592.3,585.35,583.45,590.12,271751,587.0
12/09/2023,588.35,594.25,584.65,591.7,588.44,254109,593.65
13/09/2023,596.45,598.0,583.45,588.35,592.24,279643,588.4
14/09/2023,597.3,603.7,595.2,596.45,598.77,260528,598.45
15/09/2023,598.8,600.7,595.2,597.3,598.23,182595,599.35
18/09/2023,603.95,608.4,597.05,598.8,605.18,336027,598.8
20/09/2023,601.1,606.8,599.4,603.95,602.78,351772,600.85
21/09/2023,588.15,606.6,584.65,601.1,593.29,425490,600.0
22/09/2023,598.15,602.0,591.4,588.15,598.12,295166,593.5
25/09/2023,594.05,601.5,590.45,598.15,594.79,262285,601.5
26/09/2023,594.4,595.0,591.25,594.05,593.8,185873,594.0
27/09/2023,589.75,594.3,588.2,594.4,590.74,232626,593.45
28/09/2023,589.95,595.2,588.85,589.75,591.37,287488,591.25
29/09/2023,598.55,600.0,591.3,589.95,597.22,224164,592.85
03/10/2023,602.95,604.9,589.6,598.55,597.63,245784,596.6
04/10/2023,586.25,600.45,584.45,602.95,590.41,308578,600.0
05/10/2023,592.15,594.35,587.1,586.25,591.18,209600,590.0
06/10/2023,594.25,598.95,592.2,592.15,595.04,187684,593.4
09/10/2023,585.1,589.0,581.55,594.25,584.53,235554,588.0
10/10/2023,591.65,595.0,585.75,585.1,590.68,250192,587.0
11/10/2023,588.35,597.0,587.6,591.65,591.39,209131,596.9
12/10/2023,586.05,593.0,585.0,588.35,588.33,171954,590.8
13/10/2023,576.15,581.3,574.8,586.05,577.07,465129,577.75
16/10/2023,575.65,578.75,571.5,576.15,576.02,485503,576.0
17/10/2023,576.45,579.95,575.3,575.65,577.46,269728,577.7
18/10/2023,572.65,579.25,569.35,576.45,573.26,270057,577.75
19/10/2023,571.2,574.0,567.0,572.65,570.92,239777,569.8
20/10/2023,563.1,570.0,562.1,571.2,565.15,282726,569.9
23/10/2023,552.95,566.0,551.0,563.1,559.35,263251,563.1
25/10/2023,556.2,560.8,553.6,552.95,557.67,262171,558.6
26/10/2023,547.0,552.9,543.2,556.2,547.27,317445,551.45
27/10/2023,561.15,562.5,550.0,547.0,558.49,210599,550.0
30/10/2023,565.2,566.7,556.5,561.15,562.29,191150,563.0
31/10/2023,565.55,569.5,563.15,565.2,566.37,236664,567.0
01/11/2023,566.4,569.65,563.85,565.55,567.16,240220,566.25
02/11/2023,572.1,575.45,567.6,566.4,571.18,212716,571.1
03/11/2023,578.15,579.5,573.45,572.1,577.35,205720,576.0
06/11/2023,574.35,582.5,573.25,578.15,575.7,330138,582.0
07/11/2023,579.75,581.2,572.6,574.35,577.36,466280,574.8
08/11/2023,580.3,582.6,579.0,579.75,580.52,391419,581.9
09/11/2023,578.35,581.85,576.5,580.3,578.27,167584,581.0
10/11/2023,579.5,581.0,575.4,578.35,578.7,119792,577.8
12/11/2023,581.3,584.75,580.1,579.5,581.85,53935,584.75
13/11/2023,581.35,582.5,575.2,581.3,578.71,177978,581.0
15/11/2023,584.7,588.0,582.6,581.35,584.93,221182,587.25
16/11/2023,584.65,588.0,582.9,584.7,585.4,179964,584.7
17/11/2023,563.05,574.5,562.1,584.65,566.16,682644,574.5
20/11/2023,563.75,566.8,560.6,563.05,564.68,264832,564.0
21/11/2023,561.5,566.65,561.0,563.75,563.11,223495,566.0
22/11/2023,558.95,564.5,555.15,561.5,559.0,247815,562.95
23/11/2023,559.95,563.5,558.3,558.95,560.72,198344,561.75
24/11/2023,560.35,562.45,559.25,559.95,560.63,155259,561.95
28/11/2023,564.45,565.2,561.1,560.35,563.42,186090,563.6
29/11/2023,568.6,569.0,565.1,564.45,567.58,206929,568.0
30/11/2023,564.75,570.2,563.65,568.6,566.22,314822,569.75
01/12/2023,571.75,574.2,566.55,564.75,571.83,189868,567.0
04/12/2023,594.7,596.0,584.55,571.75,590.28,386859,588.0
05/12/2023,608.25,611.3,595.05,594.7,606.37,432396,595.05
06/12/2023,608.45,614.0,604.55,608.25,609.96,273409,614.0
07/12/2023,611.7,612.55,605.0,608.45,609.73,248309,610.0
08/12/2023,614.15,616.8,605.35,611.7,610.67,294891,610.0
11/12/2023,614.25,619.9,613.1,614.15,615.99,285158,615.0
12/12/2023,612.4,617.95,610.8,614.25,613.75,282774,617.0
13/12/2023,619.85,620.5,611.65,612.4,616.9,279821,614.45
14/12/2023,623.65,627.75,622.4,619.85,624.37,336921,626.0
15/12/2023,648.25,650.0,619.85,623.65,638.08,433979,628.0
18/12/2023,648.5,655.65,642.4,648.25,650.04,347590,646.65
19/12/2023,655.4,659.6,640.25,648.5,652.88,384049,648.5
20/12/2023,636.45,660.4,633.95,655.4,647.91,419233,658.7
21/12/2023,643.75,648.95,627.5,636.45,639.02,347188,632.15
22/12/2023,636.75,649.4,635.15,643.75,642.31,307210,644.75
26/12/2023,638.05,641.3,635.65,636.75,639.19,298625,638.85
27/12/2023,648.55,649.45,639.0,638.05,645.18,295473,640.75
28/12/2023,651.4,653.3,646.5,648.55,650.46,301058,650.25
29/12/2023,642.05,649.6,639.55,651.4,642.49,332467,645.5
