Date,Order_dir,Quantity,Price
24/02/2022,BUY,1,1543.95
24/02/2022,BUY,1,1543.95
10/03/2022,SELL,1,1742.85
17/03/2022,SELL,1,1819.65
21/03/2022,SELL,1,1802.95
22/03/2022,SELL,1,1831.55
28/03/2022,SELL,1,1909.7
29/03/2022,SELL,1,1917.25
30/03/2022,SELL,1,1995.25
12/05/2022,BUY,1,2045.2
