Date,Order_dir,Quantity,Price
24/02/2022,SELL,1,472.65
24/02/2022,SELL,1,472.65
10/03/2022,BUY,1,468.7
17/03/2022,BUY,1,501.9
21/03/2022,BUY,1,490.6
22/03/2022,BUY,1,493.7
28/03/2022,BUY,1,497.5
29/03/2022,BUY,1,495
30/03/2022,BUY,1,494.3
12/05/2022,SELL,1,462.65
